example,percentile,time_seconds,axis,target,metadata,content,residual,sam
C,75,85,arousal,103.0,192.57704162597656,179.11541748046875,179.11541748046875,208.80271911621094
C,75,86,valence,198.0,208.67857360839844,202.60250854492188,202.60250854492188,194.67913818359375
C,75,86,arousal,103.0,192.83383178710938,180.96678161621094,180.96678161621094,209.20326232910156
C,75,87,valence,198.0,208.67857360839844,202.60250854492188,202.60250854492188,194.88609313964844
C,75,87,arousal,103.0,193.06080627441406,181.01217651367188,181.01217651367188,209.61245727539062
C,75,88,valence,198.0,208.80844116210938,202.68043518066406,202.68043518066406,195.0935516357422
C,75,88,arousal,103.0,193.32791137695312,181.0655975341797,181.0655975341797,210.03199768066406
C,75,89,valence,198.0,209.04368591308594,202.69036865234375,202.69036865234375,195.30081176757812
C,75,89,arousal,103.0,193.3152313232422,181.06304931640625,181.06304931640625,210.38629150390625
C,75,90,valence,198.0,209.2432098388672,203.2704620361328,203.2704620361328,195.50323486328125
C,75,90,arousal,103.0,193.17591857910156,181.03518676757812,181.03518676757812,210.6344757080078
C,75,91,valence,198.0,209.4070281982422,202.99766540527344,202.99766540527344,195.64376831054688
C,75,91,arousal,103.0,193.03659057617188,178.60731506347656,178.60731506347656,210.84605407714844
C,75,92,valence,198.0,209.57083129882812,203.03042602539062,203.03042602539062,195.72442626953125
C,75,92,arousal,103.0,192.82586669921875,178.56517028808594,178.56517028808594,210.9948272705078
C,75,93,valence,198.0,209.47962951660156,203.01217651367188,203.01217651367188,195.78448486328125
C,75,93,arousal,103.0,192.6151123046875,178.5230255126953,178.5230255126953,211.10748291015625
C,75,94,valence,217.0,209.24440002441406,202.9651336669922,202.9651336669922,195.82626342773438
C,75,94,arousal,184.0,192.45040893554688,178.49008178710938,178.49008178710938,211.17144775390625
C,75,95,valence,219.0,209.0091552734375,202.37612915039062,202.37612915039062,195.7387237548828
C,75,95,arousal,206.0,192.2511749267578,178.4502410888672,178.4502410888672,211.1868896484375
C,75,96,valence,219.0,208.8096160888672,202.08807373046875,202.08807373046875,195.63369750976562
C,75,96,arousal,206.0,191.80609130859375,179.76123046875,179.76123046875,211.1203155517578
C,75,97,valence,219.0,208.64581298828125,202.64791870117188,202.64791870117188,195.50442504882812
C,75,97,arousal,206.0,191.58766174316406,179.71754455566406,179.71754455566406,210.97903442382812
C,75,98,valence,219.0,208.55136108398438,202.6290283203125,202.6290283203125,195.3826446533203
C,75,98,arousal,206.0,191.43743896484375,177.8874969482422,177.8874969482422,210.79208374023438
C,75,99,valence,219.0,208.37986755371094,202.5947265625,202.5947265625,195.23883056640625
C,75,99,arousal,206.0,191.42857360839844,177.88572692871094,177.88572692871094,210.531982421875
C,75,100,valence,219.0,208.27450561523438,202.5736541748047,202.5736541748047,195.07244873046875
C,75,100,arousal,206.0,191.42857360839844,179.68572998046875,179.68572998046875,210.2465057373047
C,75,101,valence,219.0,208.17857360839844,202.55445861816406,202.55445861816406,194.27505493164062
C,75,101,arousal,206.0,191.50473022460938,177.9009552001953,177.9009552001953,209.99407958984375
C,75,102,valence,219.0,208.17857360839844,202.55445861816406,202.55445861816406,193.66400146484375
C,75,102,arousal,206.0,191.4259033203125,177.88519287109375,177.88519287109375,209.74026489257812
C,75,103,valence,219.0,208.14285278320312,201.94589233398438,201.94589233398438,193.3633575439453
C,75,103,arousal,206.0,191.44686889648438,180.03317260742188,180.03317260742188,209.49342346191406
C,75,104,valence,219.0,208.10714721679688,202.518310546875,202.518310546875,192.9671630859375
C,75,104,arousal,206.0,191.5985870361328,180.11972045898438,180.11972045898438,209.22341918945312
C,75,105,valence,219.0,208.07142639160156,204.8878631591797,204.8878631591797,192.75009155273438
C,75,105,arousal,206.0,191.83648681640625,180.16729736328125,180.16729736328125,208.94775390625
C,75,106,valence,219.0,208.0,204.88076782226562,204.88076782226562,192.6661376953125
C,75,106,arousal,206.0,192.3125762939453,180.26251220703125,180.26251220703125,208.666259765625
C,75,107,valence,219.0,208.02804565429688,204.89434814453125,204.89434814453125,192.67697143554688
C,75,107,arousal,206.0,192.99172973632812,180.39834594726562,180.39834594726562,208.38380432128906
C,75,108,valence,219.0,207.94186401367188,202.34060668945312,202.34060668945312,193.4120635986328
C,75,108,arousal,206.0,193.40525817871094,180.98684692382812,180.98684692382812,208.0992431640625
C,75,109,valence,219.0,208.21104431152344,202.75030517578125,202.75030517578125,194.13568115234375
C,75,109,arousal,206.0,193.76092529296875,181.15219116210938,181.15219116210938,207.78961181640625
C,75,110,valence,219.0,208.46429443359375,203.33489990234375,203.33489990234375,194.9783935546875
C,75,110,arousal,206.0,193.97726440429688,181.7954559326172,181.7954559326172,207.521240234375
C,75,111,valence,219.0,208.80874633789062,203.40736389160156,203.40736389160156,196.23338317871094
C,75,111,arousal,206.0,194.11984252929688,181.823974609375,181.823974609375,207.30245971679688
C,75,112,valence,219.0,209.00856018066406,202.12786865234375,202.12786865234375,197.50428771972656
C,75,112,arousal,206.0,194.35389709472656,183.6707763671875,183.6707763671875,207.10935974121094
C,75,113,valence,219.0,208.95602416992188,202.11737060546875,202.11737060546875,198.84622192382812
C,75,113,arousal,206.0,194.69155883789062,183.90359497070312,183.90359497070312,206.93768310546875
C,75,114,valence,219.0,208.94332885742188,202.07315063476562,202.07315063476562,200.08010864257812
C,75,114,arousal,206.0,194.994384765625,184.13278198242188,184.13278198242188,206.78407287597656
C,75,115,valence,219.0,209.42591857910156,202.61297607421875,202.61297607421875,201.22793579101562
C,75,115,arousal,206.0,195.26712036132812,184.65342712402344,184.65342712402344,206.6617889404297
C,75,116,valence,219.0,209.62278747558594,202.66358947753906,202.66358947753906,202.28475952148438
C,75,116,arousal,206.0,195.50177001953125,184.7003631591797,184.7003631591797,206.56236267089844
C,75,117,valence,219.0,209.8043212890625,202.91175842285156,202.91175842285156,203.0157928466797
C,75,117,arousal,206.0,195.78570556640625,184.75714111328125,184.75714111328125,206.48638916015625
C,75,118,valence,218.0,209.97402954101562,202.98280334472656,202.98280334472656,203.56114196777344
C,75,118,arousal,181.0,196.07998657226562,184.81600952148438,184.81600952148438,206.44613647460938
C,75,119,valence,166.0,210.1776885986328,203.02352905273438,203.02352905273438,204.10067749023438
C,75,119,arousal,151.0,196.55169677734375,184.91033935546875,184.91033935546875,206.43862915039062
C,75,120,valence,166.0,210.33883666992188,203.05575561523438,203.05575561523438,204.5706329345703
C,75,120,arousal,151.0,196.7855987548828,187.8397674560547,187.8397674560547,206.48248291015625
C,75,121,valence,181.0,210.5,203.08799743652344,203.08799743652344,204.96633911132812
C,75,121,arousal,154.0,197.09820556640625,192.2196502685547,192.2196502685547,206.5249786376953
